"beta","t0","t1","o0","o1","valid","core_conditions","low_only_some_mu","pooling_some_mu","min_entry_gap","mu_H","selected_candidates"
0.9005,0.1895,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213827291666667,0.723379581151833,"low_only;pooling"
0.8995,0.19,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.021363125,0.719128947368421,"low_only;pooling"
0.9,0.19,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.021375,0.720526315789473,"low_only;pooling"
0.9005,0.19,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.021386875,0.721923684210527,"low_only;pooling"
0.8995,0.1905,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213673125,0.717642857142857,"low_only;pooling"
0.9,0.1905,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213791666666667,0.719047619047618,"low_only;pooling"
0.9005,0.1905,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213910208333333,0.720452380952382,"low_only;pooling"
0.8995,0.1895,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213964166666667,0.7220546875,"low_only;pooling"
0.9,0.1895,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214083333333333,0.7234375,"low_only;pooling"
0.9005,0.1895,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.02142025,0.7248203125,"low_only;pooling"
0.8995,0.19,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.72059947643979,"low_only;pooling"
0.9,0.19,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214125,0.721989528795811,"low_only;pooling"
0.9005,0.19,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.723379581151832,"low_only;pooling"
0.8995,0.1905,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214047916666667,0.719128947368421,"low_only;pooling"
0.9,0.1905,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214166666666667,0.720526315789473,"low_only;pooling"
0.9005,0.1905,0.2855,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214285416666667,0.721923684210526,"low_only;pooling"
0.8995,0.1895,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213172708333333,0.719128947368422,"low_only;pooling"
0.9,0.1895,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213291666666667,0.720526315789473,"low_only;pooling"
0.9005,0.1895,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213410625,0.721923684210526,"low_only;pooling"
0.8995,0.19,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213214583333333,0.717642857142858,"low_only;pooling"
0.9,0.19,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213333333333333,0.719047619047619,"low_only;pooling"
0.9005,0.19,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213452083333333,0.72045238095238,"low_only;pooling"
0.8995,0.1905,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.716140957446809,"low_only;pooling"
0.9,0.1905,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213375,0.717553191489361,"low_only;pooling"
0.9005,0.1905,0.2845,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.718965425531915,"low_only;pooling"
0.8995,0.1895,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.02135475,0.720599476439791,"low_only;pooling"
0.9,0.1895,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213666666666667,0.721989528795811,"low_only;pooling"
0.9005,0.1895,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213785833333333,0.723379581151833,"low_only;pooling"
0.8995,0.19,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213589375,0.719128947368421,"low_only;pooling"
0.9,0.19,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213708333333333,0.720526315789473,"low_only;pooling"
0.9005,0.19,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213827291666667,0.721923684210527,"low_only;pooling"
0.8995,0.1905,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.021363125,0.717642857142857,"low_only;pooling"
0.9,0.1905,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.021375,0.719047619047619,"low_only;pooling"
0.9005,0.1905,0.285,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.021386875,0.720452380952381,"low_only;pooling"
0.8995,0.1895,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213922291666667,0.7220546875,"low_only;pooling"
0.9,0.1895,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214041666666667,0.7234375,"low_only;pooling"
0.9005,0.1895,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214161041666667,0.7248203125,"low_only;pooling"
0.8995,0.19,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213964166666667,0.72059947643979,"low_only;pooling"
0.9,0.19,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214083333333333,0.721989528795811,"low_only;pooling"
0.9005,0.19,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.02142025,0.723379581151833,"low_only;pooling"
0.8995,0.1905,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.719128947368421,"low_only;pooling"
0.9,0.1905,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214125,0.720526315789473,"low_only;pooling"
0.9005,0.1905,0.2855,0.1905,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.721923684210526,"low_only;pooling"
